"LOC","MODEL","VERSION","MAC","IP","CHANNEL","NAME","ASSET.TAG","ASSET.UID","Mx","PART.","MFG","SWITCH.IP","SWITCH.PORT","DESC","LOC.DESC","ERROR"
"SP22","CB14043600","01.01.06","7C:E0:44:00:1C:35","10.110.49.192","A8","PRT4W",30000000010771,24714,"Y","CF00620000","THERMOMETRICS","10.110.48.93",6,"Assembly Soil PRT Terminated Cable 35 Feet","Central Plains Soil Temp Profile SP2 Z3 Depth",""
"SP22","CB14043600","01.01.06","7C:E0:44:00:1C:35","10.110.49.192","A9","PRT4W",30000000010637,24715,"Y","CF00620000","THERMOMETRICS","10.110.48.93",6,"Assembly Soil PRT Terminated Cable 35 Feet","Central Plains Soil Temp Profile SP2 Z4 Depth",""
"SP22","CB14043600","01.01.06","7C:E0:44:00:1C:35","10.110.49.192","A10","PRT4W",30000000011211,23825,"Y","CF00620000","THERMOMETRICS","10.110.48.93",6,"Assembly Soil PRT Terminated Cable 35 Feet","Central Plains Soil Temp Profile SP2 Z5 Depth",""
"SP22","CB14043600","01.01.06","7C:E0:44:00:1C:35","10.110.49.192","A11","PRT4W",30000000010659,24713,"Y","CF00620000","THERMOMETRICS","10.110.48.93",6,"Assembly Soil PRT Terminated Cable 35 Feet","Central Plains Soil Temp Profile SP2 Z6 Depth",""
"SP22","CB14043600","01.01.06","7C:E0:44:00:1C:35","10.110.49.192","T1","GMP343",30000000017957,33452,"Y","CF00550040","VAISALA","10.110.48.93",6,"Assembly CO2 Probe and Cable","Central Plains Soil CO2 SP2 Depth 1",""
"SP22","CB14043600","01.01.06","7C:E0:44:00:1C:35","10.110.49.192","T2","GMP343",30000000016091,30570,"Y","CF00550040","VAISALA","10.110.48.93",6,"Assembly CO2 Probe and Cable","Central Plains Soil CO2 SP2 Depth 2",""
"SP22","CB14043600","01.01.06","7C:E0:44:00:1C:2F","10.110.49.193","A6","PRT4W",30000000011224,24687,"Y","CF00620000","THERMOMETRICS","10.110.48.93",7,"Assembly Soil PRT Terminated Cable 35 Feet","Central Plains Soil Temp Profile SP2 Z7 Depth",""
"SP22","CB14043600","01.01.06","7C:E0:44:00:1C:2F","10.110.49.193","A7","PRT4W",30000000010680,23893,"Y","CF00620000","THERMOMETRICS","10.110.48.93",7,"Assembly Soil PRT Terminated Cable 35 Feet","Central Plains Soil Temp Profile SP2 Z8 Depth",""
"SP22","CB14043600","01.01.06","7C:E0:44:00:1C:2F","10.110.49.193","A8","PRT4W",30000000011199,23822,"Y","CF00620000","THERMOMETRICS","10.110.48.93",7,"Assembly Soil PRT Terminated Cable 35 Feet","Central Plains Soil Temp Profile SP2 Z9 Depth",""
"SP22","CB14043600","01.01.06","7C:E0:44:00:1C:2F","10.110.49.193","T1","GMP343",30000000015122,29432,"Y","CF00550040","VAISALA","10.110.48.93",7,"Assembly CO2 Probe and Cable","Central Plains Soil CO2 SP2 Depth 3",""
"SP31","CB14043600","01.01.06","7C:E0:44:00:17:30","10.110.49.149","T1","HMP155",30000000016911,30930,"Y","CA04430000","VAISALA","10.110.48.94",8,"Assembly Sensor HMP155","Central Plains Relative Humidity Soil",""
"SP32","CB14023600","01.01.06","7C:E0:44:00:1E:0C","10.110.49.194","A6","HFP01SC-CURRENT",30000000007512,16087,"Y","CF03900001","HUKSEFLUX","10.110.48.95",2,"Assembly Soil Heat Flux Splitter 2 30 Feet","Central Plains Soil Heat Flux SP3",""
"SP32","CB14023600","01.01.06","7C:E0:44:00:1E:0C","10.110.49.194","A7","HFP01SC-FLUX",30000000007512,16087,"Y","CF03900001","HUKSEFLUX","10.110.48.95",2,"Assembly Soil Heat Flux Splitter 2 30 Feet","Central Plains Soil Heat Flux SP3",""
"SP32","CB14023600","01.01.06","7C:E0:44:00:1E:0C","10.110.49.194","SIO1","HFP01SC-HEATER",30000000007512,16087,"Y","","HUKSEFLUX","10.110.48.95",2,"Assembly Soil Heat Flux Splitter 2 30 Feet","Central Plains Soil Heat Flux SP3",""
"SP32","CB14023600","01.01.06","7C:E0:44:00:1E:12","10.110.49.173","T1","ENVSMARTR",30000000020807,39745,"Y","CF00810000","SENTEK","10.110.48.95",3,"Assembly Soil Water Content Profile Population 2 Meter","Central Plains Soil Water Content Profile SP3",""
"SP32","CB14023600","01.01.06","7C:E0:44:00:1F:57","10.110.49.174","A6","NR01PYGEODN",30000000002521,10499,"Y","CF03220000","HUKSEFLUX","10.110.48.95",5,"Assembly NR01 Soil Splitter","Central Plains Soil Net Radiation SP3",""
"SP32","CB14023600","01.01.06","7C:E0:44:00:1F:57","10.110.49.174","A7","NR01PYGEOUP",30000000002521,10499,"Y","CF03220000","HUKSEFLUX","10.110.48.95",5,"Assembly NR01 Soil Splitter","Central Plains Soil Net Radiation SP3",""
"SP32","CB14023600","01.01.06","7C:E0:44:00:1F:57","10.110.49.174","A8","QLINEPAR",10000000000140,8370,"Y","0323440000","LI-COR","10.110.48.95",5,"Sensor LI-191-01 Line Quantum NEON Custom","Central Plains Soil Quantum PAR Radiation SP3",""
"SP32","CB14023600","01.01.06","7C:E0:44:00:1F:57","10.110.49.174","A9","APOGEETPILE",30000000000018,4170,"Y","CF03210000","APOGEE","10.110.48.95",5,"Assembly Apogee Soil Splitter","Central Plains Soil IR Biological Temp SP3",""
"SP32","CB14023600","01.01.06","7C:E0:44:00:1F:57","10.110.49.174","A10","APOGEETHERM",30000000000018,4170,"Y","CF03210000","APOGEE","10.110.48.95",5,"Assembly Apogee Soil Splitter","Central Plains Soil IR Biological Temp SP3",""
"SP32","CB14023600","01.01.06","7C:E0:44:00:1F:57","10.110.49.174","A11","NR01TEMP",30000000002521,10499,"Y","CF03220000","HUKSEFLUX","10.110.48.95",5,"Assembly NR01 Soil Splitter","Central Plains Soil Net Radiation SP3",""
"SP32","CB14023600","01.01.06","7C:E0:44:00:1F:57","10.110.49.174","SIO1","NR01-HEATER",30000000002521,10499,"Y","","HUKSEFLUX","10.110.48.95",5,"Assembly NR01 Soil Splitter","Central Plains Soil Net Radiation SP3",""
"SP32","CB14043600","01.01.06","7C:E0:44:00:17:A3","10.110.49.175","A6","PRT4W",30000000009891,17606,"Y","CF00610000","THERMOMETRICS","10.110.48.95",6,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP3 Z1 Depth",""
"SP32","CB14043600","01.01.06","7C:E0:44:00:17:A3","10.110.49.175","A7","PRT4W",30000000009154,18009,"Y","CF00610000","THERMOMETRICS","10.110.48.95",6,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP3 Z2 Depth",""
"SP32","CB14043600","01.01.06","7C:E0:44:00:17:A3","10.110.49.175","A8","PRT4W",30000000009979,17478,"Y","CF00610000","THERMOMETRICS","10.110.48.95",6,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP3 Z3 Depth",""
"SP32","CB14043600","01.01.06","7C:E0:44:00:17:A3","10.110.49.175","A9","PRT4W",30000000009168,17996,"Y","CF00610000","THERMOMETRICS","10.110.48.95",6,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP3 Z4 Depth",""
"SP32","CB14043600","01.01.06","7C:E0:44:00:17:A3","10.110.49.175","A10","PRT4W",30000000010072,18530,"Y","CF00610000","THERMOMETRICS","10.110.48.95",6,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP3 Z5 Depth",""
"SP32","CB14043600","01.01.06","7C:E0:44:00:17:A3","10.110.49.175","A11","PRT4W",30000000010660,23827,"Y","CF00620000","THERMOMETRICS","10.110.48.95",6,"Assembly Soil PRT Terminated Cable 35 Feet","Central Plains Soil Temp Profile SP3 Z6 Depth",""
"SP32","CB14043600","01.01.06","7C:E0:44:00:17:A3","10.110.49.175","T1","GMP343",30000000007979,17249,"Y","CF00550040","VAISALA","10.110.48.95",6,"Assembly CO2 Probe and Cable","Central Plains Soil CO2 SP3 Depth 1",""
"SP32","CB14043600","01.01.06","7C:E0:44:00:17:A3","10.110.49.175","T2","GMP343",30000000007969,17239,"Y","CF00550040","VAISALA","10.110.48.95",6,"Assembly CO2 Probe and Cable","Central Plains Soil CO2 SP3 Depth 2",""
"SP32","CB14043600","01.01.06","7C:E0:44:00:15:50","10.110.49.176","A6","PRT4W",30000000009758,18522,"Y","CF00610000","THERMOMETRICS","10.110.48.95",7,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP3 Z7 Depth",""
"SP32","CB14043600","01.01.06","7C:E0:44:00:15:50","10.110.49.176","A7","PRT4W",30000000009997,17596,"Y","CF00610000","THERMOMETRICS","10.110.48.95",7,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP3 Z8 Depth",""
"SP32","CB14043600","01.01.06","7C:E0:44:00:15:50","10.110.49.176","A8","PRT4W",30000000010194,18509,"Y","CF00610000","THERMOMETRICS","10.110.48.95",7,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP3 Z9 Depth",""
"SP32","CB14043600","01.01.06","7C:E0:44:00:15:50","10.110.49.176","T1","GMP343",30000000007970,17240,"Y","CF00550040","VAISALA","10.110.48.95",7,"Assembly CO2 Probe and Cable","Central Plains Soil CO2 SP3 Depth 3",""
"SP42","CB14023600","01.01.06","7C:E0:44:00:1F:11","10.110.49.147","T1","ENVSMARTR",30000000021895,42977,"Y","CF00810000","SENTEK","10.110.48.97",3,"Assembly Soil Water Content Profile Population 2 Meter","Central Plains Soil Water Content Profile SP4",""
"SP42","CB14043600","01.01.06","7C:E0:44:00:12:32","10.110.49.144","A6","PRT4W",30000000009448,17886,"Y","CF00610000","THERMOMETRICS","10.110.48.97",6,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP4 Z1 Depth",""
"SP42","CB14043600","01.01.06","7C:E0:44:00:12:32","10.110.49.144","A7","PRT4W",30000000009165,17997,"Y","CF00610000","THERMOMETRICS","10.110.48.97",6,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP4 Z2 Depth",""
"SP42","CB14043600","01.01.06","7C:E0:44:00:12:32","10.110.49.144","A8","PRT4W",30000000009406,17887,"Y","CF00610000","THERMOMETRICS","10.110.48.97",6,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP4 Z3 Depth",""
"SP42","CB14043600","01.01.06","7C:E0:44:00:12:32","10.110.49.144","A9","PRT4W",30000000009914,19878,"Y","CF00610000","THERMOMETRICS","10.110.48.97",6,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP4 Z4 Depth",""
"SP42","CB14043600","01.01.06","7C:E0:44:00:12:32","10.110.49.144","A10","PRT4W",30000000009170,18025,"Y","CF00610000","THERMOMETRICS","10.110.48.97",6,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP4 Z5 Depth",""
"SP42","CB14043600","01.01.06","7C:E0:44:00:12:32","10.110.49.144","A11","PRT4W",30000000009752,18526,"Y","CF00610000","THERMOMETRICS","10.110.48.97",6,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP4 Z6 Depth",""
"SP42","CB14043600","01.01.06","7C:E0:44:00:12:32","10.110.49.144","T1","GMP343",30000000007978,17248,"Y","CF00550040","VAISALA","10.110.48.97",6,"Assembly CO2 Probe and Cable","Central Plains Soil CO2 SP4 Depth 1",""
"SP42","CB14043600","01.01.06","7C:E0:44:00:12:32","10.110.49.144","T2","GMP343",30000000007972,17242,"Y","CF00550040","VAISALA","10.110.48.97",6,"Assembly CO2 Probe and Cable","Central Plains Soil CO2 SP4 Depth 2",""
"SP42","CB14043600","01.01.06","7C:E0:44:00:13:12","10.110.49.139","A6","PRT4W",30000000010273,18524,"Y","CF00610000","THERMOMETRICS","10.110.48.97",7,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP4 Z7 Depth",""
"SP42","CB14043600","01.01.06","7C:E0:44:00:13:12","10.110.49.139","A7","PRT4W",30000000009813,17603,"Y","CF00610000","THERMOMETRICS","10.110.48.97",7,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP4 Z8 Depth",""
"SP42","CB14043600","01.01.06","7C:E0:44:00:13:12","10.110.49.139","A8","PRT4W",30000000011681,24709,"Y","CF00620000","THERMOMETRICS","10.110.48.97",7,"Assembly Soil PRT Terminated Cable 35 Feet","Central Plains Soil Temp Profile SP4 Z9 Depth",""
"SP42","CB14043600","01.01.06","7C:E0:44:00:13:12","10.110.49.139","T1","GMP343",30000000007992,17262,"Y","CF00550040","VAISALA","10.110.48.97",7,"Assembly CO2 Probe and Cable","Central Plains Soil CO2 SP4 Depth 3",""
"SP5SA","CB14023600","01.01.06","7C:E0:44:00:20:29","10.110.49.140","A6","HFP01SC-CURRENT",30000000007520,16095,"Y","CF03900001","HUKSEFLUX","10.110.48.99",2,"Assembly Soil Heat Flux Splitter 2 30 Feet","Central Plains Soil Heat Flux SP5",""
"SP5SA","CB14023600","01.01.06","7C:E0:44:00:20:29","10.110.49.140","A7","HFP01SC-FLUX",30000000007520,16095,"Y","CF03900001","HUKSEFLUX","10.110.48.99",2,"Assembly Soil Heat Flux Splitter 2 30 Feet","Central Plains Soil Heat Flux SP5",""
"SP5SA","CB14023600","01.01.06","7C:E0:44:00:20:29","10.110.49.140","SIO1","HFP01SC-HEATER",30000000007520,16095,"Y","","HUKSEFLUX","10.110.48.99",2,"Assembly Soil Heat Flux Splitter 2 30 Feet","Central Plains Soil Heat Flux SP5",""
"SP5SA","CB14023600","01.01.06","7C:E0:44:00:1A:F3","10.110.49.141","T1","ENVSMARTR",30000000020808,39743,"Y","CF00810000","SENTEK","10.110.48.99",3,"Assembly Soil Water Content Profile Population 2 Meter","Central Plains Soil Water Content Profile SP5",""
"SP5SA","CB14023600","01.01.06","7C:E0:44:00:1E:03","10.110.49.142","A6","QLINEPAR",30000000002669,9610,"Y","0323440000","LI-COR","10.110.48.99",5,"Sensor LI-191-01 Line Quantum NEON Custom","Central Plains Soil Quantum PAR Radiation SP5",""
"SP5SA","CB14043600","01.01.06","7C:E0:44:00:16:53","10.110.49.69","A6","PRT4W",30000000009920,19872,"Y","CF00610000","THERMOMETRICS","10.110.48.99",6,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP5 Z1 Depth",""
"SP5SA","CB14043600","01.01.06","7C:E0:44:00:16:53","10.110.49.69","A7","PRT4W",30000000010272,18527,"Y","CF00610000","THERMOMETRICS","10.110.48.99",6,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP5 Z2 Depth",""
"SP5SA","CB14043600","01.01.06","7C:E0:44:00:16:53","10.110.49.69","A8","PRT4W",30000000009155,18017,"Y","CF00610000","THERMOMETRICS","10.110.48.99",6,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP5 Z3 Depth",""
"SP5SA","CB14043600","01.01.06","7C:E0:44:00:16:53","10.110.49.69","A9","PRT4W",30000000010168,18521,"Y","CF00610000","THERMOMETRICS","10.110.48.99",6,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP5 Z4 Depth",""
"SP5SA","CB14043600","01.01.06","7C:E0:44:00:16:53","10.110.49.69","A10","PRT4W",30000000009204,17998,"Y","CF00610000","THERMOMETRICS","10.110.48.99",6,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP5 Z5 Depth",""
"SP5SA","CB14043600","01.01.06","7C:E0:44:00:16:53","10.110.49.69","A11","PRT4W",30000000009428,17897,"Y","CF00610000","THERMOMETRICS","10.110.48.99",6,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP5 Z6 Depth",""
"SP5SA","CB14043600","01.01.06","7C:E0:44:00:16:53","10.110.49.69","T1","GMP343",30000000007958,17228,"Y","CF00550040","VAISALA","10.110.48.99",6,"Assembly CO2 Probe and Cable","Central Plains Soil CO2 SP5 Depth 1",""
"SP5SA","CB14043600","01.01.06","7C:E0:44:00:16:53","10.110.49.69","T2","GMP343",30000000007968,17238,"Y","CF00550040","VAISALA","10.110.48.99",6,"Assembly CO2 Probe and Cable","Central Plains Soil CO2 SP5 Depth 2",""
"SP5SA","CB14043600","01.01.06","7C:E0:44:00:19:47","10.110.49.70","A6","PRT4W",30000000010160,18513,"Y","CF00610000","THERMOMETRICS","10.110.48.99",7,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP5 Z7 Depth",""
"SP5SA","CB14043600","01.01.06","7C:E0:44:00:19:47","10.110.49.70","A7","PRT4W",30000000009195,18015,"Y","CF00610000","THERMOMETRICS","10.110.48.99",7,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP5 Z8 Depth",""
"SP5SA","CB14043600","01.01.06","7C:E0:44:00:19:47","10.110.49.70","A8","PRT4W",30000000009834,17610,"Y","CF00610000","THERMOMETRICS","10.110.48.99",7,"Assembly Soil PRT Terminated Cable 25 feet","Central Plains Soil Temp Profile SP5 Z9 Depth",""
"SP5SA","CB14043600","01.01.06","7C:E0:44:00:19:47","10.110.49.70","T1","GMP343",30000000007959,17229,"Y","CF00550040","VAISALA","10.110.48.99",7,"Assembly CO2 Probe and Cable","Central Plains Soil CO2 SP5 Depth 3",""
"DFIR","CB14023600","01.01.06","7C:E0:44:00:17:10","10.110.49.183","S1","AEPG-600M-C",30000000007932,16765,"Y","AB09230010","BELFORT","10.110.48.100",5,"Assembly Sensor Precipitation Rain Gauge AEPG 600M Heated with Shield","Central Plains Primary Precipitation",""
"DFIR","CB14023600","01.01.06","7C:E0:44:00:17:10","10.110.49.183","T1","AEPG-600M-H",30000000007932,16765,"Y","AB09230010","BELFORT","10.110.48.100",5,"Assembly Sensor Precipitation Rain Gauge AEPG 600M Heated with Shield","Central Plains Primary Precipitation",""
"DFIR","CONCORD2","01.01.06","7C:E0:44:00:14:27","10.110.49.143","DIO","RELAYBANK",30000000006528,14100,"Y"," ","NEON","10.110.48.100",8,"Assembly Zinfandel G4 Control Out","Central Plains Experimental Range Site CORE",""
